id,text,parent,isLeaf,aggrlevel
"5224","5224 - Metallic oxides of zinc, iron, chromium, manganese, iron, cobalt, titanium, lead","522","0","4",
"52241","52241 - Zinc oxide and zinc peroxide","5224","1","5",
"52242","52242 - Chromium oxide and hydroxides","5224","1","5",
"52243","52243 - Manganese oxides","5224","1","5",
"52244","52244 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203","5224","1","5",
"52245","52245 - Cobalt oxides and hydroxides","5224","1","5",
"52246","52246 - Titanium oxides","5224","1","5",
"52247","52247 - Lead oxides; red lead and orange lead","5224","1","5",
"5224X","5224X - Memorandum Item","5224","1","5",
"5225","5225 - Other inorganic bases and metallic oxides, hydroxides and peroxides","522","0","4",
"52251","52251 - Ammonia, anhydrous, or in aqueous solution","5225","1","5",
"52252","52252 - Sodium hydroxide (caustic soda), solid","5225","1","5",
"52253","52253 - Sodium hydroxide in aqueous solution","5225","1","5",
"52254","52254 - Potassium hydroxide (caustic potash); peroxides of sodium or potassium","5225","1","5",
"52255","52255 - Oxides, hydroxides and peroxides of strontium, berium or magnesium","5225","1","5",
"52256","52256 - Aluminium hydroxide","5225","1","5",
"52257","52257 - Artificial corundum","5225","1","5",
"52259","52259 - Hydrazine and hydroxylamlne and their inorganic salts; inorganic bases and metallic oxides, hydroxides and peroxides, n.e.s.","5225","1","5",
"5225X","5225X - Memorandum Item","5225","1","5",
"522X","522X - Memorandum Item","522","0","4",
"522XX","522XX - Memorandum Item","522X","1","5",
"523","523 - Other inorganic chemicals; organic and inorganic compounds of precious metals","52","0","3",
"5231","5231 - Metallic salts and peroxysalts of inorganic acids","523","0","4",
"52311","52311 - Flourides; fluorosilicates, fluoroborates and other complex fluorine salts","5231","1","5",
"52312","52312 - Chlorides, bromides, iodides, etc","5231","1","5",
"52313","52313 - Chlorites and hypochlorites","5231","1","5",
"52314","52314 - Chlorates and perchlorates","5231","1","5",
"52315","52315 - Sulphides; polysulphides","5231","1","5",
"52316","52316 - Dithionite (including those stabilized with organic substances); sulphoxylates","5231","1","5",
"52317","52317 - Sulphites and thiosulphates","5231","1","5",
"52318","52318 - Sodium sulphate, sodium hydrogen sulphate and sodium pyrosulphate","5231","1","5",
"52319","52319 - Other sulphates (including alums) and persulphates","5231","1","5",
"5231X","5231X - Memorandum Item","5231","1","5",
"5232","5232 - Metallic salts and peroxysalts of inorganic acids (other than those falling within heading 523.1)","523","0","4",
"52321","52321 - Nitrites and nitrates","5232","1","5",
"52322","52322 - Phosphites, hydrophosphites and phosphates","5232","1","5",
"52323","52323 - Neutral sodium carbonate","5232","1","5",
"52324","52324 - Carbonates (other than neutral sodium carbonate) and percarbonates; commercial ammonium carbonate containing amonium carbonate","5232","1","5",
"52325","52325 - Cyanides and complex cyanides","5232","1","5",
"52326","52326 - Fulminates, cyanates and thiocynates","5232","1","5",
"52327","52327 - Silicates; commercial sodium and potassium silicates","5232","1","5",
"52328","52328 - Borates and perborates","5232","1","5",
"52329","52329 - Salts and peroxysalts of inorganic acids, n.e.s.","5232","1","5",
"5232X","5232X - Memorandum Item","5232","1","5",
"5233","5233 - Salts of metallic acids; organic and inorganic compounds of precious metals","523","0","4",
"52331","52331 - Salts of metallic acids (e.g., chromates, permanganates, stannates)","5233","1","5",
"52332","52332 - Colloidal precious metals; amalgams of precious metals; salts and other compounds, inorganic or organic, of precious metals (including albuminates, proteinates, tannates and similar compeunds), whether or not chemically defined","5233","1","5",
"5233X","5233X - Memorandum Item","5233","1","5",
"5239","5239 - Inorganic chemical products, n.e.s.","523","0","4",
"52391","52391 - Hydrogen peroxide (including solid hydrogen peroxide)","5239","1","5",
"52392","52392 - Phosphides","5239","1","5",
"52393","52393 - Calcium carbide","5239","1","5",
"52394","52394 - Carbides, other than calcium carbide (e.g., silicon carbide, boron carbide, metal carbides)","5239","1","5",
"52395","52395 - Hydrides, nitrides and azides, silicides and borides","5239","1","5",
"52399","52399 - Other inorganic compounds, n.e.s. (including distilled and conductivity water and water of similar purity); amalgams (except  amalgams of precious metals); liquid air (whether or not rare gases have been removed); compressed air","5239","1","5",
"5239X","5239X - Memorandum Item","5239","1","5",
"523X","523X - Memorandum Item","523","0","4",
"523XX","523XX - Memorandum Item","523X","1","5",
"524","524 - Radio-active and associated materials","52","0","3",
"5241","5241 - Fissile chemical elements and isotopes; other radio-active chemical elements and radio-active isotopes; compounds, inorganic or organic, of such elements or isotopes, whether or not chhemically defined; alloys, dispersions and cermets, containing any of these elements, isotopes or compounds","524","1","4",
"5249","5249 - Other radio-active and associated materials","524","0","4",
"52491","52491 - Isotopes and their compounds, inorganic or organic, whether or not chemicall defined (other than isotopes and compounds falling within heading 524.1)","5249","1","5",
"52492","52492 - Compounds, inorganic or organic, of thorium, of uranium depleted in U 235, of rare earth metals, of yttrium or of scandium, whether or not mixed together","5249","1","5",
"5249X","5249X - Memorandum Item","5249","1","5",
"524X","524X - Memorandum Item","524","0","4",
"524XX","524XX - Memorandum Item","524X","1","5",
"52X","52X - Memorandum Item","52","0","3",
"52XX","52XX - Memorandum Item","52X","0","4",
"52XXX","52XXX - Memorandum Item","52XX","1","5",
"53","53 - Dyeing, tanning and colouring materials","5","0","2",
"531","531 - Synthetic organic dyestuffs, etc., natural indigo and colour lakes","53","0","3",
"5311","5311 - Synthetic organic dyestuffs (including pigment dyestuffs)","531","1","4",
"5312","5312 - Synthetic organic luminophores; optical bleaching agents, substantive to the fibre; natural indigo; colour lakes","531","0","4",
"53121","53121 - Synthetic organic luminophores etc; natural indigo","5312","1","5",
"53122","53122 - Colour lakes","5312","1","5",
"5312X","5312X - Memorandum Item","5312","1","5",
"531X","531X - Memorandum Item","531","0","4",
"531XX","531XX - Memorandum Item","531X","1","5",
"532","532 - Dyeing and tanning extracts, and synthetic tanning materials","53","0","3",
"5322","5322 - Tanning extracts of vegetable origin; tannins (tannic acids) and their derivatives; dyeing extracts of vegetable or any origin","532","0","4",
"53221","53221 - Tanning extracts of vegetable origin; tannins (tannic acids), including water-extracted gall-nut tannin, and their salts, ethers, esters and other derivatives","5322","1","5",
"53222","53222 - Colouringmatter of vegetable origin (including dyewood extract and other vegetable dyeing extracts, but excluding indigo) or of animal origin","5322","1","5",
"5322X","5322X - Memorandum Item","5322","1","5",
"5323","5323 - Synthetic organic tanning substances, and inorganic tanning substances; tanning preparations, whether or not containing natural tanning materials; enzymatic preparations for pre-tanning (e.g., of enzymatic, pancreatic, or bacterial origin)","532","1","4",
"532X","532X - Memorandum Item","532","0","4",
"532XX","532XX - Memorandum Item","532X","1","5",
"533","533 - Pigments, paints, varnishes and related materials","53","0","3",
"5331","5331 - Other colouring matter; inorganic products of a kind used as luminophores","533","1","4",
"5332","5332 - Printing ink","533","1","4",
"5334","5334 - Varnishes and lacquers; distempers; prepared water pigments of the kind used for finishing leather; paints and enamels; pigments in linseed oil, white spirit, spirits of turpentine, varnish or other enamel or paint media; stamping foils; dyes or other colouring matter in forms or packings of a kind sold by retail","533","0","4",
"53341","53341 - Water-thinned paints (emulsion paints or dispersion paints)","5334","1","5",
"53342","53342 - Other paints and emamels ; varnishes and lacquers; plastics in solution, n.e.s.","5334","1","5",
"53343","53343 - Pigments in paint or anamel media","5334","1","5",
"53344","53344 - Distempers; pepared water pigments of the kind used for finishing leather; stamping foils; dyes and other colouring matter in forms or packings of a kind sold by retail","5334","1","5",
"5334X","5334X - Memorandum Item","5334","1","5",
"5335","5335 - Colouring preparations of a kind used in the ceramic, enamelllng and glass industries; artists' colours, paint driers and rustles","533","0","4",
"53351","53351 - Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, liquid lustres and similar  products of the kind used in the ceramic, enamelling and glass industries ; engobes (slips); glass frit and other glass in the form of powder, granules or flakes","5335","1","5",
"53352","53352 - Artists', students' and signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars,  bottles, pans or in similar forms or packings (including such colours in sets or outfits, with or without brushes, palettes or other accessories)","5335","1","5",
"53353","53353 - Prepared driers","5335","1","5",
"53354","53354 - Glaziers' putty; grafting putty; painters' fillings; non-refractory surfacing preparations; stopping, sealing and similar mastics (including resin mastics and cements)","5335","1","5",
"5335X","5335X - Memorandum Item","5335","1","5",
"533X","533X - Memorandum Item","533","0","4",
"533XX","533XX - Memorandum Item","533X","1","5",
"53X","53X - Memorandum Item","53","0","3",
"53XX","53XX - Memorandum Item","53X","0","4",
"53XXX","53XXX - Memorandum Item","53XX","1","5",
"54","54 - Medicinal and pharmaceutical products","5","0","2",
"541","541 - Medicinal and pharmaceutical products","54","0","3",
"5411","5411 - Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent, not put up as medicaments falling within heading 541.7","541","1","4",
"5413","5413 - Antibiotics, not put up as medicaments falling within heading 541.7","541","0","4",
"54131","54131 - Penicillins and their derivatives, not put up as medicaments falling within heading 541.7","5413","1","5",
"54132","54132 - Streptomycins and their derivatives, not put up as medicaments falling within heading 541.7","5413","1","5",
"54133","54133 - Tetracyclines and their derivatives, not put up as medicaments falling within heading 541.7","5413","1","5",
"54139","54139 - Other antibiotics, not put up as medicaments falling within heading 541.7","5413","1","5",
"5413X","5413X - Memorandum Item","5413","1","5",
"5414","5414 - Vesetable alkaloids, natural or reproduced by synthesis, and their, salts, ethers, esters and other derivatives, not put up as medicaments falling withing heading 541.7","541","1","4",
"5415","5415 - Hormones, natural or reproduced by synthdsis; derivatlves thereof used primarily as hormones; other steroids used primarily as hormones, not put up as medicaments falling within heading 541.7","541","0","4",
"54151","54151 - Insulin, not put up as medicaments falling within heading 541.7","5415","1","5",
"54152","54152 - Pituitary (anterior) and similar hormones, not put up as medicaments falling within heading 541.7","5415","1","5",
"54153","54153 - Adrenal cortical hormones, not put up as medicaments falling within heading 541.7","5415","1","5",
"54159","54159 - Other hormones, hormone derivatives and other steroids, used primarily as hormones, not put up as medicaments falling within heading 541.7","5415","1","5",
"5415X","5415X - Memorandum Item","5415","1","5",
"5416","5416 - Glycosides; glands or other organs and their extracts; antisera, vaccines and similar products","541","0","4",
"54161","54161 - Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives (whether or not put up as medicaments)","5416","1","5",
"54162","54162 - Organo-therapeutic glands or other organs, dried, whether or not powdered; organo-therapeutic extracts of glands or other, organs or of their secretions; other animal substances prepared for therapeutic or prophylactic uses, n.e.s.","5416","1","5",
"54164","54164 - Antisera and microbial vaccines","5416","1","5",
"54165","54165 - Toxins, microbial cultures (including ferments but excluding yeasts) and similar products","5416","1","5",
"5416X","5416X - Memorandum Item","5416","1","5",
"5417","5417 - Medicaments (including veterinary medicaments)","541","0","4",
"54171","54171 - ....containing antibiotics or derivatives thereof","5417","1","5",
"54172","54172 - ....containing hormones or products with a hormone function, but containng neither antibiotics nor derivatives therof","5417","1","5",
"54173","54173 - ....containing alkaloids or derivatives thereof, but containing neither hormones nor products with a hormone functions, nor antibiotics, nor derivatives of antibiotics","5417","1","5",
"54179","54179 - ....containing other substances","5417","1","5",
"5417X","5417X - Memorandum Item","5417","1","5",
"5419","5419 - Pharmaceutical goods, other than medicaments","541","0","4",
"54191","54191 - Wadding, gauze, bandages and similar articles (e,g., dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in retail packings for medical or surgical purposes, n.e.s.","5419","1","5",
"54199","54199 - Other pharmaceutical goods","5419","1","5",
"5419X","5419X - Memorandum Item","5419","1","5",
"541X","541X - Memorandum Item","541","0","4",
"541XX","541XX - Memorandum Item","541X","1","5",
"54X","54X - Memorandum Item","54","0","3",
"54XX","54XX - Memorandum Item","54X","0","4",
"54XXX","54XXX - Memorandum Item","54XX","1","5",
"55","55 - Oils and perfume materials; toilet and cleansing preparations","5","0","2",
"551","551 - Essential oils, perfume and flavour materials","55","0","3",
"5513","5513 - Essential oils (terpeneless or not), concretes and absolutes; resinoids; concentrates of essential oils in fats, in fixed oils, or in waxes or the like, obtained by cold absorption or by maceration; terpenic by-products of the deterpenation of essential oils","551","1","4",
"5514","5514 - Mixtures of odoriferous substances, used in perfumery, food etc","551","1","4",
"551X","551X - Memorandum Item","551","0","4",
"551XX","551XX - Memorandum Item","551X","1","5",
"553","553 - Perfumery, cosmetics and toilet preparations (excluding soaps); aqueous distillates and aqueous solutions of essential oils (including such products suitable for medicinal uses)","55","0","3",
"5530","5530 - Perfumery, cosmetics and toilet preparations (excluding soaps); aqueous distillates and aqueous solutions of essential oils (including such products suitable for medicinal uses)","553","1","4",
"553X","553X - Memorandum Item","553","0","4",
"553XX","553XX - Memorandum Item","553X","1","5",
"554","554 - Soap, cleansing and polishing preparations","55","0","3",
"5541","5541 - Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes or moulded pieces or shapes, whether or not combined with soap","554","1","4",
"5542","5542 - Organic surface-active agents; surface-active preparations and washing preparations, whether or not containing soap, n.e.s.","554","1","4",
"5543","5543 - Polishes and creams, for footwear, furniture or floors, metal polishes, scouring powders and similar preparations, but excluding prepared waxes falling within heading 598.31","554","1","4",
"554X","554X - Memorandum Item","554","0","4",
"554XX","554XX - Memorandum Item","554X","1","5",
"55X","55X - Memorandum Item","55","0","3",
"55XX","55XX - Memorandum Item","55X","0","4",
"55XXX","55XXX - Memorandum Item","55XX","1","5",
"56","56 - Fertilizers, manufactured","5","0","2",
"562","562 - Fertilizers, manufactured","56","0","3",
"5621","5621 - Mineral or chemical fertilizers, nitrogenous (other than natural sodium nitrate containing not more than 16.3% by weight of nigrogen)","562","0","4",
"56211","56211 - Ammonium nitrate","5621","1","5",
"56212","56212 - Ammonium sulphonitrate","5621","1","5",
"56213","56213 - Ammonium sulphate","5621","1","5",
"56214","56214 - Calcium nitrate containing not more than 16% by weight of nitrogen; calcium nitrate-magnesium nitrate","5621","1","5",
"56215","56215 - Calcium cyanamide containing not more than 25% by weight of nitrogen","5621","1","5",
"56216","56216 - Urea","5621","1","5",
"56219","56219 - Mineral or chemical fertilizers; nitrogenous, n.e.s.","5621","1","5",
"5621X","5621X - Memorandum Item","5621","1","5",
"5622","5622 - Mineral or chemical fertilizers, phosphatic","562","0","4",
"56221","56221 - Basic slag (Thomas slag)","5622","1","5",
"56222","56222 - Superphosphates","5622","1","5",
"56229","56229 - Mineral or chemical fertilize, phosphatic, n.e.s.","5622","1","5",
"5622X","5622X - Memorandum Item","5622","1","5",
"5623","5623 - Mineral or chemical fertilizer, potassic (other than cride natural potassium salts)","562","0","4",
"56231","56231 - Potassium chloride","5623","1","5",
"56232","56232 - Potassium sulphate containing not more than 52% by weight of K2O","5623","1","5",
"56239","56239 - Mineral or chemical fertilizer, potassic, n.e.s.","5623","1","5",
"5623X","5623X - Memorandum Item","5623","1","5",
"5629","5629 - Fertilizers, n.e.s.","562","0","4",
"56291","56291 - Fertilizers, n.e.s. containing the three fertilizing substances: nitrogen, phosphorus and potassium","5629","1","5",
"56292","56292 - Fertilizers, n.e.s. containing the two fertilizing substances: nitrogen and phosphorus","5629","1","5",
"56293","56293 - Fertilizers, n.e.s. containing the two fertilizing substances: nitrogen and potassium","5629","1","5",
"56299","56299 - Other fertilizers, n.e.s.; goods of group 562 or subgroups 271.1, 271.2 and 271.4, in tablets, lozengens or similar prepared forms or in packings of a gross weight not exceeding 10 kgs","5629","1","5",
"5629X","5629X - Memorandum Item","5629","1","5",
"562X","562X - Memorandum Item","562","0","4",
"562XX","562XX - Memorandum Item","562X","1","5",
"56X","56X - Memorandum Item","56","0","3",
"56XX","56XX - Memorandum Item","56X","0","4",
"56XXX","56XXX - Memorandum Item","56XX","1","5",
"57","57 - Explosives and pyrotechnic products","5","0","2",
"572","572 - Explosives and pyrotechnic products","57","0","3",
"5721","5721 - Propellent powders and other prepared explosives","572","0","4",
"57211","57211 - Propellent powders","5721","1","5",
"57212","57212 - Prepared explosives (other than propellent powders)","5721","1","5",
"5721X","5721X - Memorandum Item","5721","1","5",
"5722","5722 - Safety fuses; detonating fuses; percussion and detonating caps; igniters; detonators","572","1","4",
"5723","5723 - Pyrotechnic articles (e.g., fireworks, railway fog signals, amorces, rain rockets)","572","1","4",
"572X","572X - Memorandum Item","572","0","4",
"572XX","572XX - Memorandum Item","572X","1","5",
"57X","57X - Memorandum Item","57","0","3",
"57XX","57XX - Memorandum Item","57X","0","4",
"57XXX","57XXX - Memorandum Item","57XX","1","5",
"58","58 - Artificial resins and plastic materials, and cellulose esters and ethers","5","0","2",
"582","582 - Condensation, polycondensation and polyaddition products, whether or not modified or polymerized, and whether or not linear (e.g., phenoplasts, aminoplasts, alkyds, polyallyl esters and other unsaturated polyesters, silicones)","58","0","3",
"5821","5821 - Phenoplasts","582","0","4",
"58211","58211 - ....in primary forms","5821","1","5",
"58212","58212 - ....in the form of plates, sheets, film, foil or strip","5821","1","5",
"58219","58219 - ....in other forms (including waste and scrap)","5821","1","5",
"5821X","5821X - Memorandum Item","5821","1","5",
"5822","5822 - Aminoplasts","582","0","4",
"58221","58221 - ....in primary forms","5822","1","5",
"58222","58222 - ....in the form of plates, sheets, film, foil or strip","5822","1","5",
"58229","58229 - ....in other forms (including waste and scrap)","5822","1","5",
"5822X","5822X - Memorandum Item","5822","1","5",
"5823","5823 - Alkyds and other polyesters","582","0","4",
"58231","58231 - ....in primary forms","5823","1","5",
"58232","58232 - ....in the form of plates, sheets, film, foil or strip","5823","1","5",
"58239","58239 - ....in other forms (including waste and scrap)","5823","1","5",
"5823X","5823X - Memorandum Item","5823","1","5",
"5824","5824 - Polyamides","582","0","4",
"58241","58241 - ....in primary forms","5824","1","5",
"58242","58242 - ....in the form of plates, sheets, film, foil or strip","5824","1","5",
"58249","58249 - ....in other forms (including waste and scrap)","5824","1","5",
"5824X","5824X - Memorandum Item","5824","1","5",
"5825","5825 - Polyurethanes","582","0","4",
"58251","58251 - ....in primary forms","5825","1","5",
"58259","58259 - ....in other forms (including waste and scrap)","5825","1","5",
"5825X","5825X - Memorandum Item","5825","1","5",
"5826","5826 - Epoxide resins","582","0","4",
"58261","58261 - ....in primary forms","5826","1","5",
"58269","58269 - ....in other forms (including waste and scrap)","5826","1","5",
"5826X","5826X - Memorandum Item","5826","1","5",
"5827","5827 - Silicones","582","1","4",
"5828","5828 - Ion exchangers of the condensation, polycondensation or polyaddition type","582","1","4",
"5829","5829 - Other condensation, polycodensation or polyaddition products","582","1","4",
"582X","582X - Memorandum Item","582","0","4",
"582XX","582XX - Memorandum Item","582X","1","5",
"583","583 - Polymerization and copolymerization products (e.g., polyethylene, plytetrahaloethylenes, polyisobutylene, plystyrene, plyvinyl chloride, polyvinyl acetate, plyvinyl chloroacetate and other plyvinyl derivatives, plyacrylic and plymethacrylic derivatives, coumarone-indene resins)","58","0","3",
"5831","5831 - Polyethylene","583","0","4",
"58311","58311 - ....in primary forms","5831","1","5",
"58312","58312 - ....in the form of monofil, tubes, rods, sticks or profile shapes","5831","1","5",
"58313","58313 - ....in the form of plates, sheets, film, foil or strip","5831","1","5",
"58319","58319 - ....in the form of waste and scrap","5831","1","5",
"5831X","5831X - Memorandum Item","5831","1","5",
"5832","5832 - Polypropylene","583","0","4",
"58321","58321 - ....in primary forms","5832","1","5",
"58322","58322 - ....in the form of plates, sheets, film, foil or strip","5832","1","5",
"58329","58329 - ....in other forms (including waste and scrap)","5832","1","5",
"5832X","5832X - Memorandum Item","5832","1","5",
"5833","5833 - Polystyrene and its copolymers","583","0","4",
"58331","58331 - ....in primary forms","5833","1","5",
"58332","58332 - ....in the form of monofil, tubes, rods, sticks or profile shapes","5833","1","5",
"58333","58333 - ....in the form of plates, sheets, film, foil or strip","5833","1","5",
"58339","58339 - ....in the form of waste and scrap","5833","1","5",
"5833X","5833X - Memorandum Item","5833","1","5",
"5834","5834 - Polyvinyl chloride","583","0","4",
"58341","58341 - ....in primary forms","5834","1","5",
"58342","58342 - ....in the form of monofil, tubes, rods, sticks or profile shapes","5834","1","5",
"58343","58343 - ....in the form of plates, sheets, strip, film or foil","5834","1","5",
"58349","58349 - ....in the form of waste and scrap","5834","1","5",
"5834X","5834X - Memorandum Item","5834","1","5",
"5835","5835 - Copolymers of vinyl chloride and vinyl acetate","583","0","4",
"58351","58351 - ....in primary forms","5835","1","5",
"58352","58352 - ....in the form of monofil, tubes, rods, sticks or profile shapes","5835","1","5",
"58353","58353 - ....in the form of plates, sheets, strip, film or foil","5835","1","5",
"58359","58359 - ....in the form of waste and scrap","5835","1","5",
"5835X","5835X - Memorandum Item","5835","1","5",
"5836","5836 - Acrylic and methaacrylic polymers; acrylo-methacrylic copolymers","583","0","4",
"58361","58361 - ....in primary forms","5836","1","5",
"58362","58362 - ....in the form of plates, sheets, strip, film or foil","5836","1","5",
"58369","58369 - ....in other forms (including waste and scrap)","5836","1","5",
"5836X","5836X - Memorandum Item","5836","1","5",
"5837","5837 - Polyvinyl acetate","583","1","4",
"5838","5838 - Ion exchangers of the polymerization or copolymerization type","583","1","4",
"5839","5839 - Other polymerization and copolymarization products","583","1","4",
"583X","583X - Memorandum Item","583","0","4",
"583XX","583XX - Memorandum Item","583X","1","5",
"584","584 - Regenerated cellulose; cellulose nitrate, cellulose acetate and other, cellulose esters, cellulose ethers and other chemical derivatives of cellulose, plasticized or not (e.g., collodions, celluloid); vulcanized fibre","58","0","3",
"5841","5841 - Regenerated cellulose","584","1","4",
"5842","5842 - Cellulose nitrates","584","0","4",
"58421","58421 - ....non-plasticized","5842","1","5",
"58422","58422 - ....plasticized","5842","1","5",
"5842X","5842X - Memorandum Item","5842","1","5",
"5843","5843 - Cellulose acetates","584","0","4",
"58431","58431 - ....non-plasticized","5843","1","5",
"58432","58432 - ....plasticized","5843","1","5",
"5843X","5843X - Memorandum Item","5843","1","5",
"5849","5849 - Other chemical derivatives of cellulose; vulcanized fibre","584","0","4",
"58491","58491 - Other chemical derivatives of cellulose, non-plasticized","5849","1","5",
"58492","58492 - Other chemical derivatives of cellulose, plasticized","5849","1","5",
"58493","58493 - Vulcanized fibre","5849","1","5",
"5849X","5849X - Memorandum Item","5849","1","5",
"584X","584X - Memorandum Item","584","0","4",
"584XX","584XX - Memorandum Item","584X","1","5",
"585","585 - Other artificial resins and plastic materials","58","0","3",
"5851","5851 - Natural resins modified by fusion (run gums); artificial resins obtained by esterification of natural resins or of resinic acids (ester gums); chemical derivatives of natural rubber (e.g., chlorinated rubber, rubber hydrochloride, oxidized rubber, cyclized rubber)","585","1","4",
"5852","5852 - Other artificial plastic materials, n.e.s.","585","0","4",
"58521","58521 - Hardened proteins (e.g., hardened casein and hardened gelatin)","5852","1","5",
"58522","58522 - Alginic acid, its salts and esters","5852","1","5",
"58529","58529 - Other high polymers, artificial resins and artificial plastic materials, n.e.s.; linoxyn","5852","1","5",
"5852X","5852X - Memorandum Item","5852","1","5",
"585X","585X - Memorandum Item","585","0","4",
"585XX","585XX - Memorandum Item","585X","1","5",
"58X","58X - Memorandum Item","58","0","3",
"58XX","58XX - Memorandum Item","58X","0","4",
"58XXX","58XXX - Memorandum Item","58XX","1","5",
"59","59 - Chemical materials and products, n.e.s.","5","0","2",
"591","591 - Disinfectants, insecticides, fungicides, weed killers, anti-sprouting products, rat poisons and similar products, put up in forms or packings for sale by retail or as preparations or as articles (e.g., sulphur-treated bands, wicks and candles, fly-papers)","59","0","3",
"5911","5911 - Insecticides, put up in forms or packings for sale by retail or as preparations or as articles","591","1","4",
"5912","5912 - Fungicides, put up in forms or packings for sale by retail or as preparations or as articles","591","1","4",
"5913","5913 - Weed killers (herbicides), put up in forms or packings for sale by retail or as preparations or as articles","591","1","4",
"5914","5914 - Disinfectants, anti-sprouting products, rat poisons and similar products, put up in forms or packings for sale by retail or as preparations or as articles","591","0","4",
"59141","59141 - Disinfectants, put up in forms or packings for sale by retail or as preparations or as articles","5914","1","5",
"59149","59149 - Anti-sprouting products, rat poisons and similar products, put up in forms or packings for sale by retail or as preparations or as articles","5914","1","5",
"5914X","5914X - Memorandum Item","5914","1","5",
"591X","591X - Memorandum Item","591","0","4",
"591XX","591XX - Memorandum Item","591X","1","5",
"592","592 - Starches, insulin and wheat gluten; albuminoidal substances; glues","59","0","3",
"5921","5921 - Starches, insulin and wheat gluten","592","0","4",
"59211","59211 - Starches, inulin","5921","1","5",
"59212","59212 - Wheat gluten, whether or not dried","5921","1","5",
"5921X","5921X - Memorandum Item","5921","1","5",
"5922","5922 - Albuminoid substances; glues","592","0","4",
"59221","59221 - Casein, caseinates and other casein derivatives; casein glues","5922","1","5",
"59222","59222 - Albumins, albuminates and other albumin derivatives","5922","1","5",
"59223","59223 - Gelatin (including gelatin in rectangles, whether or not coloured or surface-worked) and gelatin derivatives; glues derived from bones, hides, nerves, tendons or from similar products, and fish glues; isinglass","5922","1","5",
"59224","59224 - Peptones and other protein substances and their derivatives; hidepowder, whether or not chromed","5922","1","5",
"59225","59225 - Dextrins and dextrin glues; soluble or roasted starches; starch glues","5922","1","5",
"59229","59229 - Prepared glues, n.e.s.; products suitable for use as glues put up for sale by retail as glues in packages not exceeding a net weight of 1 kg","5922","1","5",
"5922X","5922X - Memorandum Item","5922","1","5",
"592X","592X - Memorandum Item","592","0","4",
"592XX","592XX - Memorandum Item","592X","1","5",
"598","598 - Miscellaneous chemical products, n.e.s.","59","0","3",
"5981","5981 - Woods and resin-based chemical products","598","0","4",
"59811","59811 - Tall oil","5981","1","5",
"59812","59812 - Concentrated sulphite lye","5981","1","5",
"59813","59813 - Spirits of turpentine (gum, wood and sulphate) and other terpenic solvents producted by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine; pine oil (excluding 'pine oils' not rich in terpineol)","5981","1","5",
"59814","59814 - Rosin and resin acids, and derivatives thereof (other than ester gums included in heading 585.1); rosin spirits and rosin oils","5981","1","5",
"59819","59819 - Wood tar; wood tar oils (other than the composite solvents and thinners falling within heading 598.97); wood creosote; wood naphtha; acetone oil; vegetable pitch of all kinds; brewers' pitch and similar compounds based on rosin or on vegetable pitch; foundry core binders based on natural resinous products","5981","1","5",
"5981X","5981X - Memorandum Item","5981","1","5",
"5982","5982 - Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and similar prepared additives for mineral oils","598","1","4",
"5983","5983 - Organic chemical products, n.e.s.","598","0","4",
"59831","59831 - Artificial waxes (including water-soluble waxes); pregared waxes, not emulsified or containing solvents","5983","1","5",
"59832","59832 - Artificial graphite; colloidal graphite (other than suspensions in oil)","5983","1","5",
"59833","59833 - Prepared rubber accelerators","5983","1","5",
"5983X","5983X - Memorandum Item","5983","1","5",
"5989","5989 - Chemical products and preparations, n.e.s.","598","0","4",
"59891","59891 - Prepared glazings, prepared dressings and prepared mordants, of a kind used In the textile, paper, leather or like industries","5989","1","5",
"59892","59892 - Activated carbon; activated natural mineral products; animal black (including spent animal black)","5989","1","5",
"59893","59893 - Prepared culture media for development of micro-organisms","5989","1","5",
"59894","59894 - Preparations and charges for fire extinguishers; charged fire-extinguishing grenades","5989","1","5",
"59895","59895 - Modelling pastes (including those put up for children's amusement and assorted modelling pastes); preparations of a kind known as 'dental wax' or as 'dentaI impression compounds', in plates, horseshoe shapes, sticks and similar forms","5989","1","5",
"59896","59896 - Pickling prepexations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering,  brazing or welding powders and pastes consisting of metal and other materials; preperations of a kind used as cores or coatings for welding rods and electrodes","5989","1","5",
"59897","59897 - Composite solvents and thinners for varnishes and similar products","5989","1","5",
"59898","59898 - Compound catalysts","5989","1","5",
"59899","59899 - Other chemical products and preparations, n.e.s.","5989","1","5",
"5989X","5989X - Memorandum Item","5989","1","5",
"598X","598X - Memorandum Item","598","0","4",
"598XX","598XX - Memorandum Item","598X","1","5",
