id,text,parent,isLeaf,aggrlevel
"24401","24401 - Cork,unworked,crushed,granulated;waste cork","2440","1","5",
"24402","24402 - Cork in blocks,plates,sheets or strips,etc.","2440","1","5",
"2440X","2440X - Memorandum Item","2440","1","5",
"244X","244X - Memorandum Item","244","0","4",
"244XX","244XX - Memorandum Item","244X","1","5",
"24X","24X - Memorandum Item","24","0","3",
"24XX","24XX - Memorandum Item","24X","0","4",
"24XXX","24XXX - Memorandum Item","24XX","1","5",
"25","25 - Pulp and paper","2","0","2",
"251","251 - Pulp & waste paper","25","0","3",
"2511","2511 - Paper waste and old paper","251","1","4",
"2512","2512 - Mechanical wood pulp","251","1","4",
"2515","2515 - Pulp other than wood pulp","251","1","4",
"2516","2516 - Chemical wood pulp, dissolving grades","251","1","4",
"2517","2517 - Sulphate wood pulp","251","0","4",
"25171","25171 - Sulphate wood pulp, unbleached","2517","1","5",
"25172","25172 - Sulphate wood pulp, bleached, not dissolving","2517","1","5",
"2517X","2517X - Memorandum Item","2517","1","5",
"2518","2518 - Sulphite wood pulp","251","0","4",
"25181","25181 - Sulphite wood pulp, unbleached","2518","1","5",
"25182","25182 - Sulphite wood pulp, bleached, not dissolving","2518","1","5",
"2518X","2518X - Memorandum Item","2518","1","5",
"2519","2519 - Semi chemical wood pulp","251","1","4",
"251X","251X - Memorandum Item","251","0","4",
"251XX","251XX - Memorandum Item","251X","1","5",
"25X","25X - Memorandum Item","25","0","3",
"25XX","25XX - Memorandum Item","25X","0","4",
"25XXX","25XXX - Memorandum Item","25XX","1","5",
"26","26 - Textile fibres, not manufactured, and waste","2","0","2",
"261","261 - Silk","26","0","3",
"2611","2611 - Silk worm cocoons suitable for reeling","261","1","4",
"2612","2612 - Unreelable cocoons and cocoons wastes","261","1","4",
"2613","2613 - Raw silk, not thrown","261","1","4",
"261X","261X - Memorandum Item","261","0","4",
"261XX","261XX - Memorandum Item","261X","1","5",
"262","262 - Wool and other animal hair","26","0","3",
"2621","2621 - Sheeps and lambs wool, greasy or fleece washed","262","1","4",
"2622","2622 - Sheeps and lambs wool, degreased","262","1","4",
"2623","2623 - Fine animal hair, ex.wool not carded or combed","262","1","4",
"2625","2625 - Horsehair & other coarse hair,not carded/combed","262","0","4",
"26251","26251 - Horsehair & other coarse hair,not carded/combed","2625","1","5",
"26259","26259 - Other coarse hair,not carded or combed","2625","1","5",
"2625X","2625X - Memorandum Item","2625","1","5",
"2626","2626 - Wool shoddy","262","1","4",
"2627","2627 - Wool or anim. Hair, carded or combed, ex. Tops","262","1","4",
"2628","2628 - Wool tops","262","1","4",
"2629","2629 - Waste of wool and of other animal hair, nes","262","1","4",
"262X","262X - Memorandum Item","262","0","4",
"262XX","262XX - Memorandum Item","262X","1","5",
"263","263 - Cotton","26","0","3",
"2631","2631 - Raw cotton, other than linters","263","1","4",
"2632","2632 - Cotton linters","263","1","4",
"2633","2633 - Cotton waste, not carded or combed","263","1","4",
"2634","2634 - Cotton,carded or combed","263","1","4",
"263X","263X - Memorandum Item","263","0","4",
"263XX","263XX - Memorandum Item","263X","1","5",
"264","264 - Jute","26","0","3",
"2640","2640 - Jute & waste","264","1","4",
"264X","264X - Memorandum Item","264","0","4",
"264XX","264XX - Memorandum Item","264X","1","5",
"265","265 - Vegetable fibres,except cotton and jute","26","0","3",
"2651","2651 - Flax and flax tow and waste","265","0","4",
"26511","26511 - Flax,raw or retted","2651","1","5",
"26512","26512 - Flax,scutched/hackled etc.not spun","2651","1","5",
"26513","26513 - Flax tow and waste","2651","1","5",
"2651X","2651X - Memorandum Item","2651","1","5",
"2652","2652 - True hemp and true hemp tow and waste","265","1","4",
"2653","2653 - Ramie and ramie noils & waste","265","1","4",
"2654","2654 - Sisal and other fibres of the agave family","265","1","4",
"2655","2655 - Manila fibre and manila tow and waste","265","1","4",
"2658","2658 - Vegetable textile fibres,nes and waste","265","1","4",
"265X","265X - Memorandum Item","265","0","4",
"265XX","265XX - Memorandum Item","265X","1","5",
"266","266 - Synthetic and regenerated artificial fibres","26","0","3",
"2662","2662 - Synthetic fibres suitable for spinning","266","0","4",
"26621","26621 - Discont. Synth. Fibres not carded or combed","2662","1","5",
"26622","26622 - Cont. Filament tow for manuf discon syn fibres","2662","1","5",
"26623","26623 - Discont synth fibres or waste carded or combed","2662","1","5",
"2662X","2662X - Memorandum Item","2662","1","5",
"2663","2663 - Regenerated fibres suitable for spinning","266","0","4",
"26631","26631 - Discont regener. Fibres, not carded or combed","2663","1","5",
"26632","26632 - Cont filament tow for manuf discon regen fibr","2663","1","5",
"26633","26633 - Discont regen fibres or waste carded or combed","2663","1","5",
"2663X","2663X - Memorandum Item","2663","1","5",
"2664","2664 - Waste of synthetic or regenerated fibres","266","1","4",
"266X","266X - Memorandum Item","266","0","4",
"266XX","266XX - Memorandum Item","266X","1","5",
"267","267 - Waste materials from textile fabrics, incl.rags","26","0","3",
"2670","2670 - Waste materials from textile fabrics","267","0","4",
"26701","26701 - Old clothing & other textile waste imported","2670","1","5",
"26702","26702 - Used or new rags,scrap cordage or worm out art.","2670","1","5",
"2670X","2670X - Memorandum Item","2670","1","5",
"267X","267X - Memorandum Item","267","0","4",
"267XX","267XX - Memorandum Item","267X","1","5",
"26X","26X - Memorandum Item","26","0","3",
"26XX","26XX - Memorandum Item","26X","0","4",
"26XXX","26XXX - Memorandum Item","26XX","1","5",
"27","27 - Crude fertilizers and crude minerals, nes","2","0","2",
"271","271 - Fertilizers, crude","27","0","3",
"2711","2711 - Natural fertilizers of anim./veget. Origin","271","1","4",
"2712","2712 - Natural sodium nitrate","271","1","4",
"2713","2713 - Natural phosphates, whether or not ground","271","1","4",
"2714","2714 - Natural potassic salts, crude","271","1","4",
"271X","271X - Memorandum Item","271","0","4",
"271XX","271XX - Memorandum Item","271X","1","5",
"273","273 - Stone, sand and gravel","27","0","3",
"2731","2731 - Building & monumental stone,rough","273","0","4",
"27311","27311 - Slate","2731","1","5",
"27312","27312 - Marble and other calcereous monu.or build. Ston","2731","1","5",
"27313","27313 - Granite,porphyry,sandstone,etc.","2731","1","5",
"2731X","2731X - Memorandum Item","2731","1","5",
"2732","2732 - Gypsum,plasters,limestone flux & calcareous st.","273","0","4",
"27321","27321 - Gypsum and plasters","2732","1","5",
"27322","27322 - Limestone flux & calcer.stone used for lime","2732","1","5",
"2732X","2732X - Memorandum Item","2732","1","5",
"2733","2733 - Sand excluding metal bearing sand","273","1","4",
"2734","2734 - Gravel & crushed stone","273","1","4",
"273X","273X - Memorandum Item","273","0","4",
"273XX","273XX - Memorandum Item","273X","1","5",
"274","274 - Sulphur & unroasted iron pyrites","27","0","3",
"2741","2741 - Sulphur, not sublimed, precipitd or colloidal","274","1","4",
"2742","2742 - Iron pyrites, unroasted","274","1","4",
"274X","274X - Memorandum Item","274","0","4",
"274XX","274XX - Memorandum Item","274X","1","5",
"275","275 - Natural abrasives incl.industrial diamonds","27","0","3",
"2751","2751 - Industrial diamonds","275","1","4",
"2752","2752 - Natural abrasives","275","0","4",
"27521","27521 - Dust & powder of mat./synth.precious semi stone","2752","1","5",
"27522","27522 - Infusorial earths,etc.","2752","1","5",
"27523","27523 - Pumice stone,emery,nat.corundum & mat.abrasives","2752","1","5",
"2752X","2752X - Memorandum Item","2752","1","5",
"275X","275X - Memorandum Item","275","0","4",
"275XX","275XX - Memorandum Item","275X","1","5",
"276","276 - Other crude minerals","27","0","3",
"2761","2761 - Natural asphalt & natural bitumen","276","1","4",
"2762","2762 - Clay & other refractory minerals,nes","276","0","4",
"27621","27621 - Clay and similar refractory materials,n.e.s.","2762","1","5",
"27622","27622 - Natural graphite","2762","1","5",
"27623","27623 - Dolomite","2762","1","5",
"27624","27624 - Magnesite","2762","1","5",
"2762X","2762X - Memorandum Item","2762","1","5",
"2763","2763 - Salt","276","1","4",
"2764","2764 - Asbestos,crude,washed or ground","276","1","4",
"2765","2765 - Quartz,mica,felspar,fluorspar,cryolite etc.","276","0","4",
"27651","27651 - Natural quartz and quartzite","2765","1","5",
"27652","27652 - Mica (incl.splitings and waste )","2765","1","5",
"27653","27653 - Cryolite and chiolite,natural","2765","1","5",
"27654","27654 - Felspar,fluorspar,etc.","2765","1","5",
"2765X","2765X - Memorandum Item","2765","1","5",
"2766","2766 - Slag,dross,scalings & similar waste,nes","276","0","4",
"27661","27661 - Slag,dross,scalings & sim.waste of iron/steel","2766","1","5",
"27662","27662 - Slag and ash,n.e.s.(incl.kelp)","2766","1","5",
"27668","27668 - Blast furnace dust","2766","1","5",
"27669","27669 - Rest of 276.61","2766","1","5",
"2766X","2766X - Memorandum Item","2766","1","5",
"2769","2769 - Minerals crude,nes","276","0","4",
"27691","27691 - Chalk","2769","1","5",
"27692","27692 - Earth colours,etc.","2769","1","5",
"27693","27693 - Natural barium sulphate & barium carbonate","2769","1","5",
"27694","27694 - Meerschaum,amber,jet","2769","1","5",
"27695","27695 - Natural steatite; talc","2769","1","5",
"27696","27696 - Natural arsenic sulphides","2769","1","5",
"27697","27697 - Crude natural borates","2769","1","5",
"27699","27699 - Mineral substances,n.e.s.","2769","1","5",
"2769X","2769X - Memorandum Item","2769","1","5",
"276X","276X - Memorandum Item","276","0","4",
"276XX","276XX - Memorandum Item","276X","1","5",
"27X","27X - Memorandum Item","27","0","3",
"27XX","27XX - Memorandum Item","27X","0","4",
"27XXX","27XXX - Memorandum Item","27XX","1","5",
"28","28 - Metalliferous ores and metal scrap","2","0","2",
"281","281 - Iron ore & concentrates","28","0","3",
"2813","2813 - Iron ore & concentrates ex roasted iron pyrites","281","1","4",
"2814","2814 - Roasted iron pyrites","281","1","4",
"281X","281X - Memorandum Item","281","0","4",
"281XX","281XX - Memorandum Item","281X","1","5",
"282","282 - Iron and steel scrap","28","0","3",
"2820","2820 - Iron & steel scrap","282","0","4",
"28201","28201 - Iron/steel scrap not sorted or graded","2820","1","5",
"28202","28202 - Iron/steel scrap sorted or graded/cast iron","2820","1","5",
"28203","28203 - Iron/steel scrap sort.or graded/tinned iron","2820","1","5",
"28204","28204 - Rest of 282.0","2820","1","5",
"2820X","2820X - Memorandum Item","2820","1","5",
"282X","282X - Memorandum Item","282","0","4",
"282XX","282XX - Memorandum Item","282X","1","5",
"283","283 - Ores & concentrates of non ferrous base metals","28","0","3",
"2831","2831 - Ores and concentrates of copper, incl. Matte","283","0","4",
"28311","28311 - Ores and concentrates of copper","2831","1","5",
"28312","28312 - Copper matte","2831","1","5",
"2831X","2831X - Memorandum Item","2831","1","5",
"2832","2832 - Ores and concentrates of nickel, incl. Matte","283","0","4",
"28321","28321 - Ores & concentrates of nickel","2832","1","5",
"28322","28322 - Nickel/speis matte & other intermediate prod.","2832","1","5",
"2832X","2832X - Memorandum Item","2832","1","5",
"2833","2833 - Bauxite and concentrates of aluminium","283","1","4",
"2834","2834 - Ores and concentrates of lead","283","1","4",
"2835","2835 - Ores and concentrates of zinc","283","1","4",
"2836","2836 - Ores and concentrates of tin","283","1","4",
"2837","2837 - Ores and concentrates of manganese","283","1","4",
"2839","2839 - Ores & concentrates of non ferrous base met.nes","283","0","4",
"28391","28391 - Ores & concentrates of chromium","2839","1","5",
"28392","28392 - Ores & concentrates of tungsten","2839","1","5",
"28393","28393 - Ores & conc.of titanium,vanadium,molybdem,etc.","2839","1","5",
"28399","28399 - Other ores & conc.of non ferrous base metals.","2839","1","5",
"2839X","2839X - Memorandum Item","2839","1","5",
"283X","283X - Memorandum Item","283","0","4",
"283XX","283XX - Memorandum Item","283X","1","5",
"284","284 - Non ferrous metal scrap","28","0","3",
"2840","2840 - Non ferrous metal scrap","284","0","4",
"28401","28401 - Ash and residues bearing non ferrous metals","2840","1","5",
"28402","28402 - Copper waste and scrap","2840","1","5",
"28403","28403 - Nickel waste and scrap","2840","1","5",
"28404","28404 - Aluminium waste and scrap","2840","1","5",
"28405","28405 - Magnesium waste and scrap","2840","1","5",
"28406","28406 - Lead waste and scrap","2840","1","5",
"28407","28407 - Zinc waste and scrap","2840","1","5",
"28408","28408 - Zinc dust (blue powder)","2840","1","5",
"28409","28409 - Tin waste and scrap","2840","1","5",
"2840X","2840X - Memorandum Item","2840","1","5",
"284X","284X - Memorandum Item","284","0","4",
"284XX","284XX - Memorandum Item","284X","1","5",
"285","285 - Silver & platinum ores","28","0","3",
"2850","2850 - Silver & platinum ores","285","0","4",
"28501","28501 - Ores & conc.of silver,platinum,etc.","2850","1","5",
"28502","28502 - Waste & sweepings of silver,platinum group met.","2850","1","5",
"2850X","2850X - Memorandum Item","2850","1","5",
"285X","285X - Memorandum Item","285","0","4",
"285XX","285XX - Memorandum Item","285X","1","5",
"286","286 - Ores & concentrates of uranium & thorium","28","0","3",
"2860","2860 - Ores & concentrates of uranium & thorium","286","1","4",
"286X","286X - Memorandum Item","286","0","4",
"286XX","286XX - Memorandum Item","286X","1","5",
"28X","28X - Memorandum Item","28","0","3",
"28XX","28XX - Memorandum Item","28X","0","4",
"28XXX","28XXX - Memorandum Item","28XX","1","5",
"29","29 - Crude animal and vegetable materials, nes","2","0","2",
"291","291 - Crude animal materials,nes","29","0","3",
"2911","2911 - Bones,ivory,horns,hoofs,claws & similar prod.","291","0","4",
"29111","29111 - Bones and horn cores and their wastes","2911","1","5",
"29112","29112 - Horn,antlers,whalebone,etc.and their wastes","2911","1","5",
"29113","29113 - Ivory and waste","2911","1","5",
"29114","29114 - Tortoise shell and waste","2911","1","5",
"29115","29115 - Coral and shells and their wastes","2911","1","5",
"2911X","2911X - Memorandum Item","2911","1","5",
"2919","2919 - Materials of animal origin,nes","291","0","4",
"29191","29191 - Human hair,unworked;waste of human hair","2919","1","5",
"29192","29192 - Bristles and brush making hair & their wastes","2919","1","5",
"29193","29193 - Guts,bladders & stomachs of animals(non fish)","2919","1","5",
"29194","29194 - Fish waste","2919","1","5",
"29195","29195 - Waste of raw hides and skins","2919","1","5",
"29196","29196 - Birds'feathers,etc.","2919","1","5",
"29197","29197 - Natural sponges","2919","1","5",
"29198","29198 - Ambergris,civet,musk,etc.","2919","1","5",
"29199","29199 - Other materials of animal origin,n.e.s.","2919","1","5",
"2919X","2919X - Memorandum Item","2919","1","5",
"291X","291X - Memorandum Item","291","0","4",
"291XX","291XX - Memorandum Item","291X","1","5",
"292","292 - Crude vegetable materials,nes","29","0","3",
"2921","2921 - Plants used in dyeing & tanning","292","1","4",
"2922","2922 - Natural gums,resins,balsam and lacs","292","1","4",
"2923","2923 - Vegetable materials used for plaiting","292","1","4",
"2924","2924 - Plants,seeds,flowers used in perfumery/pharmac.","292","1","4",
"2925","2925 - Seeds,fruit & spores for planting","292","1","4",
"2926","2926 - Bulbs,tubers,rhizomes and flowering plants","292","0","4",
"29261","29261 - Bulbs,tubers,corms,crowns and rhizomes","2926","1","5",
"29269","29269 - Live plants,n.e.s.","2926","1","5",
"2926X","2926X - Memorandum Item","2926","1","5",
"2927","2927 - Cut flowers & foliage","292","0","4",
"29271","29271 - Cut flowers and buds for ornamental purposes","2927","1","5",
"29272","29272 - Foliage,branches,etc.for ornamental purposes","2927","1","5",
"2927X","2927X - Memorandum Item","2927","1","5",
"2929","2929 - Materials of vegetable origin,nes","292","0","4",
"29291","29291 - Veg.saps,extracts,pectic subst.diriv.from veg.","2929","1","5",
"29292","29292 - Veg.mat.used primarily as stuffing or padding","2929","1","5",
"29293","29293 - Veg.mat.used primarily in brushes or brooms","2929","1","5",
"29294","29294 - Seeds,nuts,etc.used for carving","2929","1","5",
"29299","29299 - Other materials of vegetable origin,n.e.s.","2929","1","5",
"2929X","2929X - Memorandum Item","2929","1","5",
"292X","292X - Memorandum Item","292","0","4",
"292XX","292XX - Memorandum Item","292X","1","5",
"29X","29X - Memorandum Item","29","0","3",
"29XX","29XX - Memorandum Item","29X","0","4",
"29XXX","29XXX - Memorandum Item","29XX","1","5",
"2X","2X - Memorandum Item","2","0","2",
"2XX","2XX - Memorandum Item","2X","0","3",
"2XXX","2XXX - Memorandum Item","2XX","0","4",
"2XXXX","2XXXX - Memorandum Item","2XXX","1","5",
"3","3 - Mineral fuels, lubricants and related materials","TOTAL","0","1",
"32","32 - Coal, coke and briquettes","3","0","2",
"321","321 - Coal,coke & briquettes","32","0","3",
"3214","3214 - Coal /anthracite, bituminous/","321","1","4",
"3215","3215 - Briquettes of coal","321","1","4",
"3216","3216 - Lignite briquettes and lignite","321","0","4",
"32161","32161 - Lignite","3216","1","5",
"32162","32162 - Lignite briquettes","3216","1","5",
"3216X","3216X - Memorandum Item","3216","1","5",
"3217","3217 - Peat briquettes & peat","321","1","4",
"3218","3218 - Coke & semi coke of coal, of lignite or of peat","321","0","4",
"32181","32181 - Coke of coal for manuf.of electrodes","3218","1","5",
"32182","32182 - Other coke and semi coke of coal","3218","1","5",
"32183","32183 - Coke and semi coke of lignite","3218","1","5",
"32184","32184 - Coke and semi coke of peat","3218","1","5",
"3218X","3218X - Memorandum Item","3218","1","5",
"321X","321X - Memorandum Item","321","0","4",
"321XX","321XX - Memorandum Item","321X","1","5",
"32X","32X - Memorandum Item","32","0","3",
"32XX","32XX - Memorandum Item","32X","0","4",
"32XXX","32XXX - Memorandum Item","32XX","1","5",
"33","33 - Petroleum and petroleum products","3","0","2",
"331","331 - Petroleum, crude and partly refined","33","0","3",
"3310","3310 - Petroleum,crude & partly refined","331","0","4",
"33101","33101 - Crude petroleum","3310","1","5",
"33102","33102 - Petroleum,partly refined (incl.topped crudes)","3310","1","5",
"3310X","3310X - Memorandum Item","3310","1","5",
"331X","331X - Memorandum Item","331","0","4",
"331XX","331XX - Memorandum Item","331X","1","5",
"332","332 - Petroleum products","33","0","3",
"3321","3321 - Motor spirit, gasolene and other light oils","332","1","4",
"3322","3322 - Lamp oil and white spirit","332","1","4",
"3323","3323 - Distillate fuels","332","1","4",
"3324","3324 - Residual fuel oils","332","1","4",
"3325","3325 - Lubricating oils and greases","332","0","4",
"33251","33251 - Lubricating prep.cont.>70% by weight of petr.","3325","1","5",
"33252","33252 - Lubricating prep.cont.<70% by weight of petr.","3325","1","5",
"3325X","3325X - Memorandum Item","3325","1","5",
"3326","3326 - Mineral jelly and waxes incl.petrolatum","332","0","4",
"33261","33261 - Petroleum jelly (petrolatum)","3326","1","5",
"33262","33262 - Mineral waxes","3326","1","5",
"3326X","3326X - Memorandum Item","3326","1","5",
"3329","3329 - Pitch,resin,petroleum asphalt etc.","332","0","4",
"33291","33291 - Non lubricating oils,n.e.s.","3329","1","5",
"33292","33292 - Pitch obtained from coal tar or from other tars","3329","1","5",
"33293","33293 - Pitch coke","3329","1","5",
"33294","33294 - Petroleum coke","3329","1","5",
"33295","33295 - Petr.bitumen & other petrol.& shale oil resid.","3329","1","5",
"33296","33296 - Bituminous mixt.based on asphalt,petroleum,etc.","3329","1","5",
"3329X","3329X - Memorandum Item","3329","1","5",
"332X","332X - Memorandum Item","332","0","4",
"332XX","332XX - Memorandum Item","332X","1","5",
"33X","33X - Memorandum Item","33","0","3",
"33XX","33XX - Memorandum Item","33X","0","4",
"33XXX","33XXX - Memorandum Item","33XX","1","5",
"34","34 - Gas, natural and manufactured","3","0","2",
"341","341 - Gas,natural and manufactured","34","0","3",
"3411","3411 - Gas, natural","341","1","4",
"3412","3412 - Gas,manufactured","341","1","4",
"341X","341X - Memorandum Item","341","0","4",
"341XX","341XX - Memorandum Item","341X","1","5",
"34X","34X - Memorandum Item","34","0","3",
"34XX","34XX - Memorandum Item","34X","0","4",
"34XXX","34XXX - Memorandum Item","34XX","1","5",
"35","35 - Electric energy","3","0","2",
"351","351 - Electric energy","35","0","3",
"3510","3510 - Electric energy","351","1","4",
"351X","351X - Memorandum Item","351","0","4",
"351XX","351XX - Memorandum Item","351X","1","5",
"35X","35X - Memorandum Item","35","0","3",
"35XX","35XX - Memorandum Item","35X","0","4",
"35XXX","35XXX - Memorandum Item","35XX","1","5",
"3X","3X - Memorandum Item","3","0","2",
"3XX","3XX - Memorandum Item","3X","0","3",
"3XXX","3XXX - Memorandum Item","3XX","0","4",
"3XXXX","3XXXX - Memorandum Item","3XXX","1","5",
"4","4 - Animal and vegetable oils and fats","TOTAL","0","1",
"41","41 - Animal oils and fats","4","0","2",
"411","411 - Animal oils and fats","41","0","3",
"4111","4111 - Oils of fish and marine mammals","411","0","4",
"41111","41111 - Pharmaceutical oils","4111","1","5",
"41112","41112 - Whale and sperm oils","4111","1","5",
"41113","41113 - Rest of 411.1","4111","1","5",
"4111X","4111X - Memorandum Item","4111","1","5",
"4113","4113 - Animal oils, fats and greases, excluding lard","411","0","4",
"41131","41131 - Pig and poultry fat,unrendered","4113","1","5",
"41132","41132 - Fats,unrendered,of boving cattle sheeps tallow","4113","1","5",
"41133","41133 - Lard stearin and lard oil,etc.","4113","1","5",
"41134","41134 - Wool grease,etc. (incl.lanolin)","4113","1","5",
"41135","41135 - Degras","4113","1","5",
"41139","41139 - Animal oils and fats, n.e.s.","4113","1","5",
"4113X","4113X - Memorandum Item","4113","1","5",
"411X","411X - Memorandum Item","411","0","4",
"411XX","411XX - Memorandum Item","411X","1","5",
"41X","41X - Memorandum Item","41","0","3",
"41XX","41XX - Memorandum Item","41X","0","4",
"41XXX","41XXX - Memorandum Item","41XX","1","5",
"42","42 - Fixed vegetable oils and fats","4","0","2",
"421","421 - Fixed vegetable oils, soft","42","0","3",
"4212","4212 - Soya bean oil","421","1","4",
"4213","4213 - Cotton seed oil","421","1","4",
"4214","4214 - Groundnut /peanut/ oil","421","1","4",
"4215","4215 - Olive oil","421","1","4",
"4216","4216 - Sunflower seed oil","421","1","4",
"4217","4217 - Rape,colza and mustard oils","421","1","4",
"421X","421X - Memorandum Item","421","0","4",
"421XX","421XX - Memorandum Item","421X","1","5",
"422","422 - Other fixed vegetable oils","42","0","3",
"4221","4221 - Linseed oil","422","1","4",
"4222","4222 - Palm oil","422","1","4",
"4223","4223 - Coconut copra oil","422","1","4",
"4224","4224 - Palm kernel oil","422","1","4",
"4225","4225 - Castor oil","422","1","4",
"4229","4229 - Fixed vegetable oils,nes","422","1","4",
"422X","422X - Memorandum Item","422","0","4",
"422XX","422XX - Memorandum Item","422X","1","5",
"42X","42X - Memorandum Item","42","0","3",
"42XX","42XX - Memorandum Item","42X","0","4",
"42XXX","42XXX - Memorandum Item","42XX","1","5",
"43","43 - Animal and vegetable oils and fats, processed","4","0","2",
"431","431 - Anim./veg. Oils & fats,processed,and waxes","43","0","3",
"4311","4311 - Anim./veget.oils,boiled,oxidized,dehydrated","431","1","4",
"4312","4312 - Hydrogenated oils and fats","431","1","4",
"4313","4313 - Acid oils,fatty acids and solid residues","431","0","4",
"43131","43131 - Fatty acids;acid oils from refining","4313","1","5",
"43132","43132 - Residues from the treatment of fatty substances","4313","1","5",
"4313X","4313X - Memorandum Item","4313","1","5",
"4314","4314 - Waxes of animal or vegetable origin","431","0","4",
"43141","43141 - Spermaceti","4314","1","5",
"43142","43142 - Beewax and other insect waxes","4314","1","5",
"43143","43143 - Vegetable waxes","4314","1","5",
"4314X","4314X - Memorandum Item","4314","1","5",
"431X","431X - Memorandum Item","431","0","4",
"431XX","431XX - Memorandum Item","431X","1","5",
"43X","43X - Memorandum Item","43","0","3",
"43XX","43XX - Memorandum Item","43X","0","4",
"43XXX","43XXX - Memorandum Item","43XX","1","5",
"4X","4X - Memorandum Item","4","0","2",
"4XX","4XX - Memorandum Item","4X","0","3",
"4XXX","4XXX - Memorandum Item","4XX","0","4",
"4XXXX","4XXXX - Memorandum Item","4XXX","1","5",
"5","5 - Chemicals","TOTAL","0","1",
"51","51 - Chemical elements and compounds","5","0","2",
"512","512 - Organic chemicals","51","0","3",
"5121","5121 - Hydrocarbons and their derivatives","512","0","4",
"51211","51211 - Styrene","5121","1","5",
"51212","51212 - Other hydrocarbons","5121","1","5",
"51213","51213 - Halogenated derivatives of hydrocarbons","5121","1","5",
"51214","51214 - Other derivatives of hydrocarbons","5121","1","5",
"5121X","5121X - Memorandum Item","5121","1","5",
"5122","5122 - Alcohols,phenols,phenol alcohols,glycerine","512","0","4",
"51221","51221 - Methyl alcohol /methanol/","5122","1","5",
"51222","51222 - Other acyclic alcohols and derivatives","5122","1","5",
"51223","51223 - Cyclic alcohols and derivatives","5122","1","5",
"51224","51224 - Ethyl alcohol,undenatured and den.spirits","5122","1","5",
"51225","51225 - Fatty alcohols","5122","1","5",
"51226","51226 - Glycerol and glycerol lyes","5122","1","5",
"51227","51227 - Phenols and phenol alcohols","5122","1","5",
"51228","51228 - Derivatives of phenols or phenol alcohols","5122","1","5",
"5122X","5122X - Memorandum Item","5122","1","5",
"5123","5123 - Ethers,epoxides,acetals","512","0","4",
"51231","51231 - Ethers,ether/alcohols/phenols/peroxides & deriv","5123","1","5",
"51232","51232 - Epoxides/alcohols/phenols/ethers and derivative","5123","1","5",
"51233","51233 - Acetals,hemiacetals and derivatives","5123","1","5",
"5123X","5123X - Memorandum Item","5123","1","5",
"5124","5124 - Aldehyde ,ketone ,quinone function compounds","512","0","4",
"51241","51241 - Oxygen function aldehydes","5124","1","5",
"51242","51242 - Derivatives of oxygen function aldehydes","5124","1","5",
"51243","51243 - Ketones,quinones and derivatives","5124","1","5",
"5124X","5124X - Memorandum Item","5124","1","5",
"5125","5125 - Acids and their halogenated derivatives","512","0","4",
"51251","51251 - Monoacids and derivatives","5125","1","5",
"51252","51252 - Polyacids and derivatives","5125","1","5",
"51253","51253 - Oxygen function acids and derivatives","5125","1","5",
"5125X","5125X - Memorandum Item","5125","1","5",
"5126","5126 - Inorganic esters,their salts and derivatives","512","0","4",
"51261","51261 - Sulphuric esters,their salts and derivatives","5126","1","5",
"51262","51262 - Nitrous & nitric esters and derivatives","5126","1","5",
"51263","51263 - Phosphoric esters,their salts and derivatives","5126","1","5",
"51264","51264 - Carbonic esters,their salts and derivatives","5126","1","5",
"51269","51269 - Other inorg. Esters,their salts and derivat.","5126","1","5",
"5126X","5126X - Memorandum Item","5126","1","5",
"5127","5127 - Nitrogen function compounds","512","0","4",
"51271","51271 - Amine function compounds","5127","1","5",
"51272","51272 - Oxygen function amino compounds","5127","1","5",
"51273","51273 - Quaternary ammonium salts and hydroxides","5127","1","5",
"51274","51274 - Amide function compounds","5127","1","5",
"51275","51275 - Imide and imine function compounds","5127","1","5",
"51276","51276 - Nitrile function compounds","5127","1","5",
"51277","51277 - Diazo ,azo and azoxy compounds","5127","1","5",
"51278","51278 - Organic derivatives of hydrazine/hydroxylamine","5127","1","5",
"51279","51279 - Compounds with other nitrogen functions","5127","1","5",
"5127X","5127X - Memorandum Item","5127","1","5",
"5128","5128 - Organo inorganic & heterocyclic compounds","512","0","4",
"51281","51281 - Organo sulphur compounds","5128","1","5",
"51282","51282 - Organo arsenic compounds","5128","1","5",
"51283","51283 - Organo mercury compounds","5128","1","5",
"51284","51284 - Other organo inorganic compounds","5128","1","5",
"51285","51285 - Heterocyclic compounds (incl.nucleic acids)","5128","1","5",
"51286","51286 - Sulphonamides","5128","1","5",
"51287","51287 - Sultones and sultams","5128","1","5",
"5128X","5128X - Memorandum Item","5128","1","5",
"5129","5129 - Other organic chemicals","512","0","4",
"51291","51291 - Enzymes","5129","1","5",
"51292","51292 - Sugars,chem.pure excl.sucrose glucose lactose","5129","1","5",
"51299","51299 - Other organic compounds","5129","1","5",
"5129X","5129X - Memorandum Item","5129","1","5",
"512X","512X - Memorandum Item","512","0","4",
"512XX","512XX - Memorandum Item","512X","1","5",
"513","513 - Inorg.chemicals elems.,oxides,halogen salts","51","0","3",
"5131","5131 - Oxygen,nitrogen,hydrogen,rare gases","513","0","4",
"51311","51311 - Oxygen","5131","1","5",
"51312","51312 - Nitrogen","5131","1","5",
"51313","51313 - Hydrogen and rare gases","5131","1","5",
"5131X","5131X - Memorandum Item","5131","1","5",
"5132","5132 - Chemical elements nes","513","0","4",
